datetime,temperature_2m,relative_humidity_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,pressure_msl,boundary_layer_height
2022-08-01 17:00:00+00:00,26.7915,95.95503,0.0,0.0,5.00128,120.256355,1006.3,75.0
2022-08-01 18:00:00+00:00,26.741499,95.953606,0.1,0.1,4.8433046,138.01286,1006.0,65.0
2022-08-01 19:00:00+00:00,26.6415,95.95062,0.1,0.1,4.3349743,138.36655,1005.6,65.0
2022-08-01 20:00:00+00:00,26.4415,96.801414,0.0,0.0,4.6938257,122.471176,1005.3,80.0
2022-08-01 21:00:00+00:00,26.0915,97.3695,0.0,0.0,5.815978,111.801476,1005.1,110.0
2022-08-01 22:00:00+00:00,25.8915,97.65528,0.0,0.0,4.6938252,94.39862,1005.1,105.0
2022-08-01 23:00:00+00:00,26.3915,96.51384,0.0,0.0,4.896529,107.10281,1005.5,105.0
2022-08-02 00:00:00+00:00,27.6415,91.28885,0.0,0.0,8.0899935,122.27562,1006.4,245.0
2022-08-02 01:00:00+00:00,28.8915,83.88508,0.1,0.1,7.7043357,142.59457,1007.1,360.0
2022-08-02 02:00:00+00:00,29.8415,79.408714,0.1,0.1,7.24486,153.43501,1007.2,570.0
2022-08-02 03:00:00+00:00,30.9415,74.77959,0.0,0.0,7.5942082,148.57048,1007.2,900.0
2022-08-02 04:00:00+00:00,31.491499,72.688446,0.0,0.0,7.2,143.13002,1007.2,1150.0
2022-08-02 05:00:00+00:00,31.991499,71.49617,0.1,0.1,6.9153743,141.34016,1006.7,985.0
2022-08-02 06:00:00+00:00,32.5415,69.92471,0.1,0.1,7.127636,135.0001,1005.5,540.0
2022-08-02 07:00:00+00:00,32.5415,69.71861,0.1,0.1,6.696387,126.25393,1004.5,550.0
2022-08-02 08:00:00+00:00,32.141502,67.809906,0.2,0.2,11.709688,135.0001,1003.7,660.0
2022-08-02 09:00:00+00:00,29.241499,81.71801,0.4,0.4,14.494192,165.61858,1003.5,725.0
2022-08-02 10:00:00+00:00,29.491499,80.547165,0.0,0.0,11.525623,165.52966,1003.5,545.0
2022-08-02 11:00:00+00:00,29.1415,82.191696,0.0,0.0,8.4042845,170.13426,1003.8,360.0
2022-08-02 12:00:00+00:00,29.241499,85.42205,0.0,0.0,7.42159,140.90616,1004.6,310.0
2022-08-02 13:00:00+00:00,28.7915,86.6477,0.0,0.0,6.28713,156.3706,1005.7,295.0
2022-08-02 14:00:00+00:00,28.3415,90.528984,0.0,0.0,6.439876,153.43501,1006.9,170.0
2022-08-02 15:00:00+00:00,28.0915,92.12703,0.0,0.0,6.9247384,152.10283,1007.9,95.0
2022-08-02 16:00:00+00:00,27.7915,92.92868,0.0,0.0,6.9527545,158.74942,1008.2,80.0
2022-08-02 17:00:00+00:00,27.3915,93.73556,0.0,0.0,6.6087217,150.64235,1007.6,55.0
2022-08-02 18:00:00+00:00,26.991499,94.833435,0.0,0.0,5.3517847,160.34608,1007.3,50.0
2022-08-02 19:00:00+00:00,26.7915,95.10712,0.0,0.0,4.896529,162.89719,1006.9,55.0
2022-08-02 20:00:00+00:00,26.6415,95.66696,0.0,0.0,5.00128,149.74365,1006.4,60.0
2022-08-02 21:00:00+00:00,26.0915,96.793236,0.0,0.0,5.991594,147.26479,1006.4,65.0
2022-08-02 22:00:00+00:00,26.1415,95.36723,0.0,0.0,4.6102495,141.34016,1006.3,55.0
2022-08-02 23:00:00+00:00,26.491499,95.66225,0.0,0.0,2.0364676,135.0001,1006.5,30.0
2022-08-03 00:00:00+00:00,27.991499,89.707054,0.0,0.0,3.396233,122.00535,1007.4,120.0
2022-08-03 01:00:00+00:00,29.3415,81.97253,0.0,0.0,2.7416782,156.80138,1007.5,370.0
2022-08-03 02:00:00+00:00,30.5415,74.052505,0.0,0.0,2.8116899,230.19447,1007.5,565.0
2022-08-03 03:00:00+00:00,31.3915,69.29853,0.0,0.0,1.835647,258.6901,1007.4,730.0
2022-08-03 04:00:00+00:00,32.2915,65.26521,0.0,0.0,0.0,270.0,1006.9,825.0
2022-08-03 05:00:00+00:00,32.6915,63.999252,0.0,0.0,4.0249224,243.43501,1006.4,925.0
2022-08-03 06:00:00+00:00,33.0415,63.314598,0.0,0.0,3.7064266,209.0545,1005.6,1045.0
2022-08-03 07:00:00+00:00,33.341503,61.703163,0.0,0.0,3.671294,168.69011,1004.4,1095.0
2022-08-03 08:00:00+00:00,33.141502,62.399593,0.0,0.0,6.28713,156.3706,1003.2,1080.0
2022-08-03 09:00:00+00:00,32.6915,64.959496,0.0,0.0,7.7879906,146.3099,1002.5,995.0
2022-08-03 10:00:00+00:00,32.391502,67.65735,0.0,0.0,8.404285,133.26433,1002.3,655.0
2022-08-03 11:00:00+00:00,31.2915,72.654274,0.0,0.0,10.495713,149.03632,1002.7,185.0
2022-08-03 12:00:00+00:00,30.991499,76.35087,0.0,0.0,11.269782,153.43501,1003.5,290.0
2022-08-03 13:00:00+00:00,30.2915,79.939705,0.0,0.0,12.4811535,146.76828,1004.0,360.0
2022-08-03 14:00:00+00:00,29.6915,83.47882,0.0,0.0,10.495713,157.8336,1005.1,345.0
2022-08-03 15:00:00+00:00,29.1915,84.66451,0.0,0.0,9.904906,160.90642,1005.7,305.0
2022-08-03 16:00:00+00:00,28.7915,85.1251,0.0,0.0,10.661107,168.31065,1006.0,265.0
2022-08-03 17:00:00+00:00,28.5415,85.60543,0.0,0.0,10.24578,161.56496,1005.3,165.0
2022-08-03 18:00:00+00:00,28.2915,86.345474,0.0,0.0,9.565437,160.20103,1004.6,135.0
2022-08-03 19:00:00+00:00,28.0915,87.35691,0.0,0.0,8.557102,157.75093,1004.0,140.0
2022-08-03 20:00:00+00:00,27.8915,88.38167,0.0,0.0,6.9247384,152.10283,1003.5,155.0
2022-08-03 21:00:00+00:00,27.5915,91.016106,0.0,0.0,6.1305785,130.23628,1003.4,130.0
2022-08-03 22:00:00+00:00,27.1415,94.839,0.0,0.0,5.1919937,123.690094,1003.3,80.0
2022-08-03 23:00:00+00:00,27.3915,93.73556,0.0,0.0,3.8268526,131.18582,1003.7,25.0
2022-08-04 00:00:00+00:00,28.3915,86.610916,0.0,0.0,4.8433046,138.01286,1004.7,145.0
2022-08-04 01:00:00+00:00,29.3915,82.464966,0.0,0.0,2.1897945,170.53775,1004.9,360.0
2022-08-04 02:00:00+00:00,30.3415,79.71092,0.0,0.0,1.2979984,326.3099,1004.7,580.0
2022-08-04 03:00:00+00:00,31.6915,73.369675,0.0,0.0,4.5820518,315.0001,1004.4,680.0
2022-08-04 04:00:00+00:00,32.391502,71.35601,0.0,0.0,4.3498964,335.55606,1004.1,835.0
2022-08-04 05:00:00+00:00,32.9415,69.99804,0.0,0.0,4.0249224,349.69522,1003.6,935.0
2022-08-04 06:00:00+00:00,33.341503,69.04974,0.0,0.0,1.2979984,326.3099,1002.6,1050.0
2022-08-04 07:00:00+00:00,33.591503,67.49119,0.3,0.3,2.1897945,80.53775,1001.6,1065.0
2022-08-04 08:00:00+00:00,32.391502,70.9365,1.2,1.2,5.7599998,90.0,1001.0,1030.0
2022-08-04 09:00:00+00:00,32.1915,71.74271,0.3,0.3,10.1376915,83.88459,1000.8,980.0
2022-08-04 10:00:00+00:00,30.9415,77.706245,0.0,0.0,8.350138,82.56869,1000.7,340.0
2022-08-04 11:00:00+00:00,30.0915,84.01514,0.2,0.2,7.928178,87.3975,1001.2,330.0
2022-08-04 12:00:00+00:00,29.5915,84.20883,0.0,0.0,9.793058,107.10281,1002.0,355.0
2022-08-04 13:00:00+00:00,29.2915,86.693474,0.0,0.0,8.049845,116.56499,1002.8,320.0
2022-08-04 14:00:00+00:00,29.1915,87.4526,0.0,0.0,7.491114,125.21768,1003.2,290.0
2022-08-04 15:00:00+00:00,28.8415,89.24211,0.0,0.0,9.504272,127.30403,1003.8,300.0
2022-08-04 16:00:00+00:00,28.6915,89.75736,0.0,0.0,8.287822,145.6196,1003.6,350.0
2022-08-04 17:00:00+00:00,26.741499,95.38738,7.0,7.0,8.161764,311.42358,1004.0,295.0
2022-08-04 18:00:00+00:00,25.9415,96.7897,3.8,3.8,2.8116899,39.805527,1002.9,180.0
2022-08-04 19:00:00+00:00,25.8915,97.07669,0.1,0.1,7.491114,324.78232,1002.5,120.0
2022-08-04 20:00:00+00:00,25.8915,96.7885,0.1,0.1,8.12197,12.804273,1002.4,135.0
2022-08-04 21:00:00+00:00,25.741499,96.78497,0.6,0.6,5.6920996,18.435053,1002.0,240.0
2022-08-04 22:00:00+00:00,25.6415,97.07131,0.6,0.6,4.6938257,32.471172,1002.3,55.0
2022-08-04 23:00:00+00:00,25.741499,95.35374,0.1,0.1,3.7585104,343.3007,1002.7,95.0
2022-08-05 00:00:00+00:00,26.5415,89.60162,0.0,0.0,6.151683,20.556128,1003.6,175.0
2022-08-05 01:00:00+00:00,27.241499,86.76295,0.1,0.1,6.5693827,9.462261,1003.9,275.0
2022-08-05 02:00:00+00:00,27.8415,83.27129,0.0,0.0,5.0911684,8.130019,1004.1,390.0
2022-08-05 03:00:00+00:00,28.6415,79.9587,0.1,0.1,5.315336,28.30066,1004.6,570.0
2022-08-05 04:00:00+00:00,28.8915,78.57315,0.2,0.2,4.802999,12.99463,1004.0,680.0
2022-08-05 05:00:00+00:00,29.241499,75.85615,0.0,0.0,1.1384199,108.43504,1003.5,705.0
2022-08-05 06:00:00+00:00,29.0915,76.975784,0.0,0.0,4.6938257,147.52882,1002.3,360.0
2022-08-05 07:00:00+00:00,28.5415,80.90559,0.0,0.0,6.792466,147.99466,1001.4,480.0
2022-08-05 08:00:00+00:00,29.1415,78.60821,0.0,0.0,4.198285,120.96369,1000.5,565.0
2022-08-05 09:00:00+00:00,29.4415,77.02792,0.0,0.0,5.8603754,132.5104,1000.3,515.0
2022-08-05 10:00:00+00:00,28.991499,78.11949,0.1,0.1,11.090103,125.753975,1000.5,295.0
2022-08-05 11:00:00+00:00,28.0415,83.542625,0.0,0.0,12.682018,145.40765,1001.4,310.0
