datetime,temperature_2m,relative_humidity_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,pressure_msl,boundary_layer_height
2022-08-01 17:00:00+00:00,26.8045,95.95543,0.0,0.0,5.00128,120.256355,1006.3,75.0
2022-08-01 18:00:00+00:00,26.7545,95.95398,0.1,0.1,4.8433046,138.01286,1006.0,65.0
2022-08-01 19:00:00+00:00,26.654501,95.95101,0.1,0.1,4.3349743,138.36655,1005.6,65.0
2022-08-01 20:00:00+00:00,26.4545,96.80174,0.0,0.0,4.6938257,122.471176,1005.3,80.0
2022-08-01 21:00:00+00:00,26.1045,97.36975,0.0,0.0,5.815978,111.801476,1005.1,110.0
2022-08-01 22:00:00+00:00,25.904501,97.65551,0.0,0.0,4.6938252,94.39862,1005.1,105.0
2022-08-01 23:00:00+00:00,26.404501,96.51418,0.0,0.0,4.896529,107.10281,1005.5,105.0
2022-08-02 00:00:00+00:00,27.654501,91.28966,0.0,0.0,8.0899935,122.27562,1006.4,245.0
2022-08-02 01:00:00+00:00,28.904501,83.886505,0.1,0.1,7.7043357,142.59457,1007.1,360.0
2022-08-02 02:00:00+00:00,29.8545,79.41048,0.1,0.1,7.24486,153.43501,1007.2,570.0
2022-08-02 03:00:00+00:00,30.9545,74.78168,0.0,0.0,7.5942082,148.57048,1007.2,900.0
2022-08-02 04:00:00+00:00,31.5045,72.69066,0.0,0.0,7.2,143.13002,1007.2,1150.0
2022-08-02 05:00:00+00:00,32.004498,71.49847,0.1,0.1,6.9153743,141.34016,1006.7,985.0
2022-08-02 06:00:00+00:00,32.554497,69.92712,0.1,0.1,7.127636,135.0001,1005.5,540.0
2022-08-02 07:00:00+00:00,32.554497,69.72102,0.1,0.1,6.696387,126.25393,1004.5,550.0
2022-08-02 08:00:00+00:00,32.1545,67.81245,0.2,0.2,11.709688,135.0001,1003.7,660.0
2022-08-02 09:00:00+00:00,29.2545,81.719604,0.4,0.4,14.494192,165.61858,1003.5,725.0
2022-08-02 10:00:00+00:00,29.5045,80.54884,0.0,0.0,11.525623,165.52966,1003.5,545.0
2022-08-02 11:00:00+00:00,29.154501,82.19325,0.0,0.0,8.4042845,170.13426,1003.8,360.0
2022-08-02 12:00:00+00:00,29.2545,85.423355,0.0,0.0,7.42159,140.90616,1004.6,310.0
