datetime,pm10_cams,pm2_5_cams,carbon_monoxide_cams,nitrogen_dioxide_cams,sulphur_dioxide_cams,ozone_cams,dust_cams
2025-07-03 00:00:00+00:00,30.5,29.0,605.0,37.2,36.6,26.0,0.0
2025-07-03 01:00:00+00:00,28.7,27.8,582.0,30.9,31.0,39.0,0.0
2025-07-03 02:00:00+00:00,19.4,19.3,517.0,22.2,23.2,57.0,0.0
2025-07-03 03:00:00+00:00,15.3,15.1,473.0,15.5,17.3,74.0,0.0
2025-07-03 04:00:00+00:00,24.4,24.2,480.0,13.0,14.9,86.0,0.0
2025-07-03 05:00:00+00:00,26.0,25.7,508.0,12.5,14.4,96.0,0.0
2025-07-03 06:00:00+00:00,27.9,27.7,525.0,12.2,14.4,107.0,0.0
2025-07-03 07:00:00+00:00,30.9,30.7,464.0,10.5,14.4,125.0,0.0
2025-07-03 08:00:00+00:00,31.8,31.5,391.0,9.0,15.0,144.0,0.0
2025-07-03 09:00:00+00:00,36.0,35.7,477.0,10.7,16.7,152.0,0.0
2025-07-03 10:00:00+00:00,37.1,36.9,895.0,18.3,19.9,140.0,0.0
2025-07-03 11:00:00+00:00,44.4,44.2,1471.0,29.2,24.2,116.0,0.0
2025-07-03 12:00:00+00:00,72.6,72.2,1850.0,43.6,38.3,94.0,0.0
2025-07-03 13:00:00+00:00,73.8,73.3,1841.0,44.3,40.0,84.0,0.0
2025-07-03 14:00:00+00:00,68.5,68.0,1634.0,45.3,42.4,69.0,0.0
2025-07-03 15:00:00+00:00,68.9,68.5,1447.0,46.6,44.6,56.0,0.0
2025-07-03 16:00:00+00:00,76.4,75.9,1368.0,48.8,46.5,46.0,0.0
2025-07-03 17:00:00+00:00,79.2,78.7,1309.0,51.4,48.2,38.0,0.0
2025-07-03 18:00:00+00:00,77.3,77.1,1221.0,52.2,49.3,32.0,0.0
2025-07-03 19:00:00+00:00,74.5,74.0,1065.0,50.1,49.5,30.0,0.0
2025-07-03 20:00:00+00:00,68.5,68.2,881.0,46.3,49.2,31.0,0.0
2025-07-03 21:00:00+00:00,63.6,63.3,740.0,42.4,49.1,34.0,0.0
2025-07-03 22:00:00+00:00,61.0,60.8,681.0,39.2,50.2,38.0,0.0
2025-07-03 23:00:00+00:00,55.9,55.6,666.0,36.0,51.4,43.0,0.0
2025-07-04 00:00:00+00:00,66.4,65.9,654.0,39.4,52.5,45.0,0.0
2025-07-04 01:00:00+00:00,53.7,53.3,631.0,34.4,49.6,55.0,0.0
2025-07-04 02:00:00+00:00,43.8,43.3,610.0,27.3,45.6,71.0,0.0
2025-07-04 03:00:00+00:00,34.2,33.6,593.0,20.7,41.6,92.0,0.0
2025-07-04 04:00:00+00:00,33.8,33.3,579.0,15.2,38.0,122.0,0.0
2025-07-04 05:00:00+00:00,35.5,35.0,568.0,10.2,34.5,157.0,0.0
2025-07-04 06:00:00+00:00,37.7,37.1,564.0,6.9,31.7,186.0,0.0
2025-07-04 07:00:00+00:00,42.6,42.1,550.0,5.1,29.6,208.0,0.0
2025-07-04 08:00:00+00:00,45.2,44.7,542.0,4.9,28.2,223.0,0.0
2025-07-04 09:00:00+00:00,44.1,43.8,589.0,8.1,28.3,223.0,0.0
2025-07-04 10:00:00+00:00,42.4,42.1,746.0,16.7,30.8,197.0,0.0
2025-07-04 11:00:00+00:00,54.2,54.0,957.0,28.5,34.8,154.0,0.0
2025-07-04 12:00:00+00:00,57.9,57.9,1104.0,42.9,39.3,88.0,0.0
2025-07-04 13:00:00+00:00,65.7,65.7,1139.0,45.2,46.3,81.0,0.0
2025-07-04 14:00:00+00:00,67.8,67.8,1110.0,48.6,56.0,72.0,0.0
2025-07-04 15:00:00+00:00,71.9,71.9,1045.0,52.5,64.5,62.0,0.0
2025-07-04 16:00:00+00:00,88.0,87.8,926.0,57.0,70.3,53.0,0.0
2025-07-04 17:00:00+00:00,90.3,90.1,771.0,61.9,74.7,43.0,0.0
2025-07-04 18:00:00+00:00,91.7,91.5,666.0,66.5,77.8,34.0,0.0
2025-07-04 19:00:00+00:00,95.5,95.5,649.0,71.2,79.0,24.0,0.0
2025-07-04 20:00:00+00:00,106.6,106.4,683.0,75.5,78.9,15.0,0.0
2025-07-04 21:00:00+00:00,117.1,117.1,741.0,76.8,79.1,11.0,0.0
2025-07-04 22:00:00+00:00,130.9,130.4,843.0,74.3,81.7,13.0,0.0
2025-07-04 23:00:00+00:00,183.0,183.0,969.0,68.8,84.7,20.0,0.0
2025-07-05 00:00:00+00:00,152.3,152.3,1029.0,56.6,61.7,34.0,0.0
2025-07-05 01:00:00+00:00,101.3,101.0,962.0,45.6,61.9,74.0,0.0
2025-07-05 02:00:00+00:00,80.3,80.1,828.0,30.4,61.9,129.0,0.0
2025-07-05 03:00:00+00:00,63.8,63.8,720.0,18.1,59.2,173.0,0.0
2025-07-05 04:00:00+00:00,50.2,49.9,678.0,11.5,51.3,195.0,0.0
2025-07-05 05:00:00+00:00,47.4,47.0,663.0,7.8,40.9,206.0,0.0
2025-07-05 06:00:00+00:00,47.3,46.9,645.0,5.8,32.9,214.0,0.0
2025-07-05 07:00:00+00:00,48.5,48.2,600.0,4.6,29.5,223.0,0.0
2025-07-05 08:00:00+00:00,49.7,49.4,553.0,4.9,28.7,228.0,0.0
2025-07-05 09:00:00+00:00,52.6,52.3,548.0,8.1,29.5,225.0,0.0
2025-07-05 10:00:00+00:00,53.4,53.1,635.0,16.1,32.2,208.0,0.0
2025-07-05 11:00:00+00:00,61.7,61.5,763.0,26.9,36.6,182.0,0.0
2025-07-05 12:00:00+00:00,62.9,62.6,827.0,35.2,40.0,153.0,0.0
2025-07-05 13:00:00+00:00,72.4,72.2,759.0,38.4,46.4,134.0,0.0
2025-07-05 14:00:00+00:00,82.7,82.4,626.0,42.9,55.4,106.0,0.0
2025-07-05 15:00:00+00:00,92.4,92.2,527.0,47.6,62.8,82.0,0.0
2025-07-05 16:00:00+00:00,102.2,102.2,503.0,52.1,66.6,64.0,0.0
2025-07-05 17:00:00+00:00,106.6,106.4,514.0,56.6,68.7,49.0,0.0
2025-07-05 18:00:00+00:00,111.3,111.1,534.0,61.0,71.1,37.0,0.0
2025-07-05 19:00:00+00:00,113.9,113.9,546.0,65.8,74.6,26.0,0.0
2025-07-05 20:00:00+00:00,116.6,116.4,567.0,70.4,78.3,18.0,0.0
2025-07-05 21:00:00+00:00,122.5,122.5,626.0,72.4,81.5,16.0,0.0
2025-07-05 22:00:00+00:00,123.4,123.4,779.0,71.2,84.4,19.0,0.0
2025-07-05 23:00:00+00:00,126.7,126.7,970.0,67.4,86.8,29.0,0.0
2025-07-06 00:00:00+00:00,122.9,122.5,1063.0,61.4,84.3,52.0,0.0
2025-07-06 01:00:00+00:00,105.2,105.2,965.0,50.0,82.3,86.0,0.0
2025-07-06 02:00:00+00:00,85.4,85.2,770.0,34.2,79.2,134.0,0.0
2025-07-06 03:00:00+00:00,66.4,66.1,617.0,21.1,73.4,175.0,0.0
2025-07-06 04:00:00+00:00,58.8,58.6,569.0,13.4,62.7,203.0,0.0
2025-07-06 05:00:00+00:00,58.2,58.0,563.0,8.5,49.4,223.0,0.0
2025-07-06 06:00:00+00:00,58.3,58.0,558.0,5.6,39.2,238.0,0.0
2025-07-06 07:00:00+00:00,59.8,59.6,525.0,4.3,34.6,248.0,0.0
2025-07-06 08:00:00+00:00,60.1,59.6,493.0,4.9,33.1,252.0,0.0
2025-07-06 09:00:00+00:00,60.3,60.1,500.0,7.8,33.4,244.0,0.0
2025-07-06 10:00:00+00:00,61.7,61.5,591.0,14.1,35.1,219.0,0.0
