datetime,pm10_cams,pm2_5_cams,carbon_monoxide_cams,nitrogen_dioxide_cams,sulphur_dioxide_cams,ozone_cams,dust_cams
2024-01-29 00:00:00+00:00,61.9,42.8,610.0,27.3,31.7,19.0,0.0
2024-01-29 01:00:00+00:00,61.5,42.6,608.0,25.5,32.0,23.0,0.0
2024-01-29 02:00:00+00:00,57.7,40.0,606.0,22.9,32.5,29.0,0.0
2024-01-29 03:00:00+00:00,52.4,36.3,603.0,20.6,33.0,36.0,0.0
2024-01-29 04:00:00+00:00,50.1,34.7,598.0,18.7,33.6,44.0,0.0
2024-01-29 05:00:00+00:00,49.5,34.3,591.0,17.1,34.3,52.0,0.0
2024-01-29 06:00:00+00:00,51.0,35.4,588.0,16.2,34.6,59.0,0.0
2024-01-29 07:00:00+00:00,52.2,36.2,574.0,15.3,34.1,66.0,0.0
2024-01-29 08:00:00+00:00,52.2,36.2,562.0,15.2,33.3,71.0,0.0
2024-01-29 09:00:00+00:00,52.7,36.7,602.0,18.4,33.4,70.0,0.0
2024-01-29 10:00:00+00:00,54.0,37.6,720.0,27.7,34.6,56.0,0.0
2024-01-29 11:00:00+00:00,60.8,42.3,889.0,40.3,36.7,35.0,0.0
2024-01-29 12:00:00+00:00,72.6,50.6,1043.0,49.5,38.9,20.0,0.0
2024-01-29 13:00:00+00:00,86.4,60.3,1256.0,54.2,46.2,14.0,0.0
2024-01-29 14:00:00+00:00,98.7,68.9,1551.0,60.6,56.3,6.0,0.0
2024-01-29 15:00:00+00:00,109.0,76.1,1779.0,65.0,63.9,0.0,0.0
2024-01-29 16:00:00+00:00,112.7,78.7,1880.0,65.6,67.0,0.0,0.0
2024-01-29 17:00:00+00:00,108.5,75.7,1915.0,64.2,67.6,0.0,0.0
2024-01-29 18:00:00+00:00,102.7,71.5,1913.0,62.5,66.7,0.0,0.0
2024-01-29 19:00:00+00:00,96.6,67.3,1864.0,60.9,63.6,0.0,0.0
2024-01-29 20:00:00+00:00,90.8,63.3,1778.0,58.9,59.0,0.0,0.0
