datetime,pm10_cams,pm2_5_cams,carbon_monoxide_cams,nitrogen_dioxide_cams,sulphur_dioxide_cams,ozone_cams,dust_cams
2024-01-29 00:00:00+00:00,52.9,36.6,615.0,23.2,27.3,25.0,0.0
2024-01-29 01:00:00+00:00,55.2,38.2,630.0,22.6,28.7,27.0,0.0
2024-01-29 02:00:00+00:00,54.9,38.1,651.0,21.8,30.8,30.0,0.0
2024-01-29 03:00:00+00:00,53.0,36.7,663.0,21.1,32.8,34.0,0.0
2024-01-29 04:00:00+00:00,51.1,35.4,657.0,20.4,34.5,40.0,0.0
2024-01-29 05:00:00+00:00,49.9,34.6,644.0,19.7,36.2,47.0,0.0
2024-01-29 06:00:00+00:00,50.2,34.8,636.0,19.7,37.8,52.0,0.0
2024-01-29 07:00:00+00:00,50.1,34.8,622.0,19.9,39.1,56.0,0.0
2024-01-29 08:00:00+00:00,51.1,35.5,615.0,20.8,40.4,59.0,0.0
2024-01-29 09:00:00+00:00,52.0,36.2,666.0,24.5,41.9,56.0,0.0
2024-01-29 10:00:00+00:00,53.6,37.3,807.0,33.7,43.7,43.0,0.0
2024-01-29 11:00:00+00:00,62.6,43.5,1007.0,45.6,45.9,25.0,0.0
2024-01-29 12:00:00+00:00,78.0,54.5,1158.0,52.5,47.5,15.0,0.0
2024-01-29 13:00:00+00:00,98.0,68.2,1435.0,55.3,58.1,11.0,0.0
2024-01-29 14:00:00+00:00,119.2,83.4,1822.0,59.2,72.8,4.0,0.0
2024-01-29 15:00:00+00:00,141.1,98.5,2149.0,61.7,84.1,0.0,0.0
2024-01-29 16:00:00+00:00,154.6,108.0,2375.0,61.9,89.8,0.0,0.0
2024-01-29 17:00:00+00:00,157.9,110.4,2541.0,60.7,92.0,0.0,0.0
2024-01-29 18:00:00+00:00,158.3,110.6,2600.0,59.1,90.4,0.0,0.0
2024-01-29 19:00:00+00:00,152.3,106.2,2487.0,57.1,82.3,0.0,0.0
2024-01-29 20:00:00+00:00,132.7,92.7,2266.0,54.6,70.3,0.0,0.0
2024-01-29 21:00:00+00:00,116.9,81.5,2083.0,52.4,61.3,0.0,0.0
2024-01-29 22:00:00+00:00,107.1,74.7,2026.0,51.1,57.6,0.0,0.0
2024-01-29 23:00:00+00:00,103.1,71.9,2008.0,50.2,56.8,0.0,0.0
2024-01-30 00:00:00+00:00,102.9,71.7,1646.0,49.2,61.1,1.0,0.0
2024-01-30 01:00:00+00:00,104.3,72.6,1459.0,46.8,71.7,5.0,0.0
2024-01-30 02:00:00+00:00,90.3,62.9,1197.0,43.2,85.9,12.0,0.0
2024-01-30 03:00:00+00:00,84.5,58.8,975.0,39.1,92.9,22.0,0.0
2024-01-30 04:00:00+00:00,82.0,57.0,834.0,33.9,85.9,40.0,0.0
2024-01-30 05:00:00+00:00,67.5,46.8,732.0,28.2,71.7,61.0,0.0
2024-01-30 06:00:00+00:00,62.9,43.5,662.0,24.4,60.4,77.0,0.0
2024-01-30 07:00:00+00:00,64.5,44.7,586.0,22.3,55.2,84.0,0.0
2024-01-30 08:00:00+00:00,65.2,45.2,542.0,22.1,52.8,86.0,0.0
2024-01-30 09:00:00+00:00,67.5,46.7,632.0,27.2,54.0,79.0,0.0
2024-01-30 10:00:00+00:00,76.6,53.2,957.0,42.5,60.6,58.0,0.0
2024-01-30 11:00:00+00:00,99.7,69.2,1416.0,63.1,70.7,30.0,0.0
2024-01-30 12:00:00+00:00,96.9,67.5,1521.0,64.0,71.5,17.0,0.0
2024-01-30 13:00:00+00:00,116.9,81.7,1654.0,61.9,71.7,16.0,0.0
2024-01-30 14:00:00+00:00,125.3,87.5,1835.0,58.8,71.7,15.0,0.0
2024-01-30 15:00:00+00:00,124.8,87.3,1959.0,55.7,70.2,14.0,0.0
2024-01-30 16:00:00+00:00,125.7,88.0,1973.0,52.9,65.9,13.0,0.0
2024-01-30 17:00:00+00:00,120.6,84.3,1929.0,50.1,60.0,12.0,0.0
2024-01-30 18:00:00+00:00,116.9,81.7,1876.0,47.2,54.7,12.0,0.0
2024-01-30 19:00:00+00:00,116.2,81.3,1817.0,43.6,50.3,12.0,0.0
2024-01-30 20:00:00+00:00,113.9,79.6,1749.0,39.8,46.4,13.0,0.0
2024-01-30 21:00:00+00:00,108.0,75.4,1707.0,37.3,44.7,13.0,0.0
2024-01-30 22:00:00+00:00,105.0,73.3,1730.0,36.9,46.2,12.0,0.0
2024-01-30 23:00:00+00:00,105.9,73.8,1781.0,37.6,49.8,10.0,0.0
2024-01-31 00:00:00+00:00,127.1,88.9,2005.0,44.4,52.6,2.0,0.0
2024-01-31 01:00:00+00:00,126.2,88.0,1865.0,45.4,58.4,8.0,0.0
2024-01-31 02:00:00+00:00,112.2,78.5,1666.0,46.7,66.2,18.0,0.0
2024-01-31 03:00:00+00:00,107.1,74.7,1467.0,46.4,71.1,31.0,0.0
2024-01-31 04:00:00+00:00,97.3,67.5,1277.0,43.1,70.8,50.0,0.0
2024-01-31 05:00:00+00:00,85.7,59.4,1088.0,38.3,67.7,72.0,0.0
2024-01-31 06:00:00+00:00,76.4,52.9,939.0,34.3,63.8,88.0,0.0
2024-01-31 07:00:00+00:00,72.4,50.1,837.0,31.4,59.3,94.0,0.0
