location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
2161307,7771998,Mỹ Đình-2131283,2024-01-28 22:00:00+00:00,21.0269,105.7731,pm25,µg/m³,54.5
2161307,7771998,Mỹ Đình-2131283,2024-01-28 23:00:00+00:00,21.0269,105.7731,pm25,µg/m³,35.2
2161307,7771998,Mỹ Đình-2131283,2024-01-29 00:00:00+00:00,21.0269,105.7731,pm25,µg/m³,46.8
2161307,7771998,Mỹ Đình-2131283,2024-01-29 06:00:00+00:00,21.0269,105.7731,pm25,µg/m³,35.6
2161307,7771998,Mỹ Đình-2131283,2024-01-29 07:00:00+00:00,21.0269,105.7731,pm25,µg/m³,43.3
2161307,7771998,Mỹ Đình-2131283,2024-01-29 08:00:00+00:00,21.0269,105.7731,pm25,µg/m³,47.8
2161307,7772031,Mỹ Đình-2131283,2024-01-28 22:00:00+00:00,21.0269,105.7731,pm10,µg/m³,71.3
2161307,7772031,Mỹ Đình-2131283,2024-01-28 23:00:00+00:00,21.0269,105.7731,pm10,µg/m³,56.3
2161307,7772031,Mỹ Đình-2131283,2024-01-29 00:00:00+00:00,21.0269,105.7731,pm10,µg/m³,69.3
2161307,7772031,Mỹ Đình-2131283,2024-01-29 06:00:00+00:00,21.0269,105.7731,pm10,µg/m³,54.1
2161307,7772031,Mỹ Đình-2131283,2024-01-29 07:00:00+00:00,21.0269,105.7731,pm10,µg/m³,61.4
2161307,7772031,Mỹ Đình-2131283,2024-01-29 08:00:00+00:00,21.0269,105.7731,pm10,µg/m³,63.4
2161307,7772063,Mỹ Đình-2131283,2024-01-28 22:00:00+00:00,21.0269,105.7731,co,µg/m³,590.0
2161307,7772063,Mỹ Đình-2131283,2024-01-28 23:00:00+00:00,21.0269,105.7731,co,µg/m³,320.9
2161307,7772063,Mỹ Đình-2131283,2024-01-29 00:00:00+00:00,21.0269,105.7731,co,µg/m³,548.8
2161307,7772063,Mỹ Đình-2131283,2024-01-29 06:00:00+00:00,21.0269,105.7731,co,µg/m³,504.8
2161307,7772063,Mỹ Đình-2131283,2024-01-29 07:00:00+00:00,21.0269,105.7731,co,µg/m³,699.2
2161307,7772063,Mỹ Đình-2131283,2024-01-29 08:00:00+00:00,21.0269,105.7731,co,µg/m³,1144.8
2161307,7772108,Mỹ Đình-2131283,2024-01-28 22:00:00+00:00,21.0269,105.7731,no2,µg/m³,12.0
2161307,7772108,Mỹ Đình-2131283,2024-01-28 23:00:00+00:00,21.0269,105.7731,no2,µg/m³,14.4
2161307,7772108,Mỹ Đình-2131283,2024-01-29 00:00:00+00:00,21.0269,105.7731,no2,µg/m³,28.5
2161307,7772108,Mỹ Đình-2131283,2024-01-29 06:00:00+00:00,21.0269,105.7731,no2,µg/m³,29.8
2161307,7772108,Mỹ Đình-2131283,2024-01-29 07:00:00+00:00,21.0269,105.7731,no2,µg/m³,22.1
2161307,7772108,Mỹ Đình-2131283,2024-01-29 08:00:00+00:00,21.0269,105.7731,no2,µg/m³,34.8
2161307,7771998,Mỹ Đình-2131283,2024-01-29 22:00:00+00:00,21.0269,105.7731,pm25,µg/m³,56.3
2161307,7771998,Mỹ Đình-2131283,2024-01-29 23:00:00+00:00,21.0269,105.7731,pm25,µg/m³,51.0
2161307,7771998,Mỹ Đình-2131283,2024-01-30 00:00:00+00:00,21.0269,105.7731,pm25,µg/m³,46.9
2161307,7771998,Mỹ Đình-2131283,2024-01-30 02:00:00+00:00,21.0269,105.7731,pm25,µg/m³,48.9
2161307,7771998,Mỹ Đình-2131283,2024-01-30 03:00:00+00:00,21.0269,105.7731,pm25,µg/m³,55.6
2161307,7771998,Mỹ Đình-2131283,2024-01-30 04:00:00+00:00,21.0269,105.7731,pm25,µg/m³,50.0
2161307,7772031,Mỹ Đình-2131283,2024-01-29 22:00:00+00:00,21.0269,105.7731,pm10,µg/m³,75.9
2161307,7772031,Mỹ Đình-2131283,2024-01-29 23:00:00+00:00,21.0269,105.7731,pm10,µg/m³,108.3
2161307,7772031,Mỹ Đình-2131283,2024-01-30 00:00:00+00:00,21.0269,105.7731,pm10,µg/m³,105.2
2161307,7772031,Mỹ Đình-2131283,2024-01-30 02:00:00+00:00,21.0269,105.7731,pm10,µg/m³,60.7
2161307,7772031,Mỹ Đình-2131283,2024-01-30 03:00:00+00:00,21.0269,105.7731,pm10,µg/m³,89.9
2161307,7772031,Mỹ Đình-2131283,2024-01-30 04:00:00+00:00,21.0269,105.7731,pm10,µg/m³,82.2
2161307,7772063,Mỹ Đình-2131283,2024-01-29 22:00:00+00:00,21.0269,105.7731,co,µg/m³,903.9
2161307,7772063,Mỹ Đình-2131283,2024-01-29 23:00:00+00:00,21.0269,105.7731,co,µg/m³,1096.5
2161307,7772063,Mỹ Đình-2131283,2024-01-30 00:00:00+00:00,21.0269,105.7731,co,µg/m³,1295.0
2161307,7772063,Mỹ Đình-2131283,2024-01-30 02:00:00+00:00,21.0269,105.7731,co,µg/m³,1259.3
2161307,7772063,Mỹ Đình-2131283,2024-01-30 03:00:00+00:00,21.0269,105.7731,co,µg/m³,1325.6
2161307,7772063,Mỹ Đình-2131283,2024-01-30 04:00:00+00:00,21.0269,105.7731,co,µg/m³,945.6
2161307,7772108,Mỹ Đình-2131283,2024-01-29 22:00:00+00:00,21.0269,105.7731,no2,µg/m³,37.4
2161307,7772108,Mỹ Đình-2131283,2024-01-29 23:00:00+00:00,21.0269,105.7731,no2,µg/m³,36.0
2161307,7772108,Mỹ Đình-2131283,2024-01-30 00:00:00+00:00,21.0269,105.7731,no2,µg/m³,41.0
2161307,7772108,Mỹ Đình-2131283,2024-01-30 02:00:00+00:00,21.0269,105.7731,no2,µg/m³,36.1
2161307,7772108,Mỹ Đình-2131283,2024-01-30 03:00:00+00:00,21.0269,105.7731,no2,µg/m³,55.6
2161307,7772108,Mỹ Đình-2131283,2024-01-30 04:00:00+00:00,21.0269,105.7731,no2,µg/m³,32.1
