location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
2161290,7771981,An Khánh-2131266,2024-01-29 06:00:00+00:00,21.0024,105.7181,co,µg/m³,617.4
2161290,7771981,An Khánh-2131266,2024-01-29 07:00:00+00:00,21.0024,105.7181,co,µg/m³,631.1
2161290,7771981,An Khánh-2131266,2024-01-29 08:00:00+00:00,21.0024,105.7181,co,µg/m³,642.3
2161290,7772012,An Khánh-2131266,2024-01-29 06:00:00+00:00,21.0024,105.7181,pm25,µg/m³,41.0
2161290,7772012,An Khánh-2131266,2024-01-29 07:00:00+00:00,21.0024,105.7181,pm25,µg/m³,43.4
2161290,7772012,An Khánh-2131266,2024-01-29 08:00:00+00:00,21.0024,105.7181,pm25,µg/m³,42.9
2161290,7772033,An Khánh-2131266,2024-01-29 06:00:00+00:00,21.0024,105.7181,no2,µg/m³,10.3
2161290,7772033,An Khánh-2131266,2024-01-29 07:00:00+00:00,21.0024,105.7181,no2,µg/m³,8.7
2161290,7772033,An Khánh-2131266,2024-01-29 08:00:00+00:00,21.0024,105.7181,no2,µg/m³,11.2
2161290,7772095,An Khánh-2131266,2024-01-29 06:00:00+00:00,21.0024,105.7181,pm10,µg/m³,56.5
2161290,7772095,An Khánh-2131266,2024-01-29 07:00:00+00:00,21.0024,105.7181,pm10,µg/m³,59.4
2161290,7772095,An Khánh-2131266,2024-01-29 08:00:00+00:00,21.0024,105.7181,pm10,µg/m³,56.5
2161290,7771981,An Khánh-2131266,2024-01-29 22:00:00+00:00,21.0024,105.7181,co,µg/m³,934.2
2161290,7771981,An Khánh-2131266,2024-01-29 23:00:00+00:00,21.0024,105.7181,co,µg/m³,1013.9
2161290,7771981,An Khánh-2131266,2024-01-30 00:00:00+00:00,21.0024,105.7181,co,µg/m³,868.2
2161290,7771981,An Khánh-2131266,2024-01-30 01:00:00+00:00,21.0024,105.7181,co,µg/m³,897.1
2161290,7771981,An Khánh-2131266,2024-01-30 02:00:00+00:00,21.0024,105.7181,co,µg/m³,971.4
2161290,7771981,An Khánh-2131266,2024-01-30 03:00:00+00:00,21.0024,105.7181,co,µg/m³,915.2
2161290,7771981,An Khánh-2131266,2024-01-30 04:00:00+00:00,21.0024,105.7181,co,µg/m³,895.2
2161290,7771981,An Khánh-2131266,2024-01-30 05:00:00+00:00,21.0024,105.7181,co,µg/m³,958.3
2161290,7771981,An Khánh-2131266,2024-01-30 06:00:00+00:00,21.0024,105.7181,co,µg/m³,1002.1
2161290,7771981,An Khánh-2131266,2024-01-30 07:00:00+00:00,21.0024,105.7181,co,µg/m³,971.9
2161290,7771981,An Khánh-2131266,2024-01-30 08:00:00+00:00,21.0024,105.7181,co,µg/m³,957.6
2161290,7771981,An Khánh-2131266,2024-01-30 09:00:00+00:00,21.0024,105.7181,co,µg/m³,1109.7
2161290,7771981,An Khánh-2131266,2024-01-30 10:00:00+00:00,21.0024,105.7181,co,µg/m³,1177.7
2161290,7771981,An Khánh-2131266,2024-01-30 11:00:00+00:00,21.0024,105.7181,co,µg/m³,1277.2
2161290,7771981,An Khánh-2131266,2024-01-30 12:00:00+00:00,21.0024,105.7181,co,µg/m³,1580.4
2161290,7771981,An Khánh-2131266,2024-01-30 13:00:00+00:00,21.0024,105.7181,co,µg/m³,1836.4
